,IS_DEFAULT
4209,0
16021,1
11373,0
9961,0
4002,0
809,0
17849,1
6952,0
25289,0
26572,0
19727,0
8917,0
16892,0
1547,0
6680,0
18069,0
1333,0
16498,0
11218,0
10417,1
14768,0
15459,1
14918,1
22462,0
28054,0
6668,0
26426,0
11883,0
20125,0
8089,0
25678,0
6951,0
10103,0
29910,0
4513,1
22852,0
796,0
12170,0
23645,0
20975,1
21036,0
9400,1
1612,0
24725,1
25108,0
21996,0
9085,0
25328,0
8900,0
15530,0
8274,0
27382,0
10702,0
2237,0
13260,0
24126,0
2092,0
28467,0
10899,0
19721,0
10515,0
18199,1
24922,0
2650,1
7389,1
18089,0
11353,0
7002,0
13961,0
859,0
15561,0
3702,0
6304,0
22481,0
22750,0
22131,0
16432,0
832,1
26159,0
17649,0
26197,0
18454,0
5156,0
16429,0
18895,0
6648,0
14394,0
16173,0
3268,0
14498,0
7487,0
21293,1
22823,1
9304,1
12811,0
17407,0
22728,0
20152,0
28144,1
18696,1
15117,1
8779,0
3081,0
5874,0
1479,0
10621,1
1570,0
24293,1
19759,0
27543,1
510,0
27107,0
28140,0
29254,0
15593,0
8194,0
13696,0
4296,0
27206,0
18815,0
15823,0
25043,0
25471,0
1228,1
19561,0
22833,0
3132,1
28244,0
5205,0
23501,0
14126,0
27516,0
8667,0
17657,0
2203,0
142,0
17479,0
28937,0
22648,0
11999,1
13902,1
28410,0
4948,0
8283,1
26296,0
1914,0
3511,1
5256,0
21918,0
21318,0
3189,0
17884,0
21521,1
25625,0
7375,0
11160,0
19896,0
10761,1
4297,0
2187,0
1864,0
8950,0
12512,1
20642,0
20478,0
5097,1
20899,1
10617,1
1742,0
26821,1
21825,1
28210,0
29772,0
1582,0
11624,0
21816,0
19162,0
27077,0
6533,0
25226,0
2654,1
17843,0
2008,0
24967,0
8982,1
13157,0
11587,0
17630,0
7554,0
1541,0
5110,0
18307,0
19609,0
21931,1
29651,0
13245,1
5033,0
6230,0
27841,1
21655,0
11555,0
6348,1
16387,0
13604,0
4895,0
28593,0
28709,0
23495,0
27958,1
6555,1
4170,0
10465,0
19090,1
14052,0
18435,1
2945,0
18378,0
28678,0
27781,0
24693,0
2435,1
335,0
12870,0
2047,0
15678,0
16194,0
1669,0
7407,0
20447,1
22011,0
10097,0
11148,0
5980,1
17870,0
19942,0
10301,0
12027,0
18999,0
22984,0
16375,0
19777,0
25748,1
8263,1
16773,1
14586,0
1846,0
18711,0
23035,0
27345,0
19174,0
12976,0
17861,1
17582,1
25535,0
6670,0
6189,0
12536,0
18829,0
3037,0
29753,0
23633,0
24905,0
28074,1
9979,0
24788,1
16957,1
22621,0
20981,0
12749,0
15589,1
9127,0
29041,0
12964,1
7483,0
1997,0
14842,0
3617,1
12303,0
22857,0
18286,0
26911,1
20111,0
26331,0
3703,1
16611,0
15934,0
10318,1
16354,0
7780,1
3648,0
17042,0
25663,0
26254,1
5435,0
15974,0
29735,0
1730,1
23749,0
9515,0
11917,0
1265,0
25754,0
27453,0
5626,0
23099,0
9284,0
10986,0
24769,0
16119,0
17508,0
8752,1
21063,0
8803,0
28088,0
12804,0
3655,0
4911,0
22256,1
21967,0
10207,0
14559,1
11434,0
12602,1
16886,0
3762,0
20658,1
378,0
8588,0
23225,0
13207,0
11986,0
25835,1
10016,0
28821,0
7546,0
16007,0
13082,0
20040,0
5956,0
23967,0
19442,0
8234,0
16103,1
21250,0
5152,0
2846,0
16833,1
22527,1
8797,0
17910,1
13255,0
13597,1
26886,0
23877,1
13522,0
24656,0
24447,1
27839,0
19354,0
17683,0
26945,1
11480,0
27910,0
21932,1
18915,1
5631,0
16272,0
14486,0
12942,0
18707,0
5493,0
10169,0
23890,0
5265,0
136,0
15212,0
21081,0
6142,0
7527,0
28307,0
1511,0
24554,0
16025,0
6052,1
4837,0
29354,0
11884,0
8913,1
8019,0
26555,0
1733,0
21928,1
19125,0
6673,0
15233,0
29220,0
28928,0
9512,0
22247,0
1530,0
28229,0
9006,0
13176,1
15774,0
24174,0
18771,0
25855,1
15868,0
2473,0
12100,1
13466,0
18444,0
28268,0
13062,0
1796,0
3461,0
3600,1
3103,0
21999,0
5329,0
19801,1
22000,0
12858,0
1970,0
17629,0
4998,0
3488,0
24970,1
3442,0
4256,0
8888,0
2224,1
21369,0
14711,1
15609,0
23998,0
17823,1
20589,0
17477,0
9534,0
26025,0
15512,0
28201,1
22988,1
26729,0
1239,0
11610,1
81,0
24101,0
21295,0
11483,0
11680,1
6778,0
12659,0
22095,0
14305,1
3907,0
12958,0
7082,0
21467,1
19652,0
11914,0
2533,0
5463,0
19880,0
1118,1
2294,0
3921,0
7572,0
2903,0
26316,0
12897,1
19180,0
13480,1
18338,1
15008,0
27097,1
14296,0
15452,0
10236,0
4213,0
19641,0
10362,1
14327,0
6651,0
1815,0
15536,0
7011,0
29673,0
5996,0
7454,0
2838,0
25545,0
19039,1
8101,0
14655,0
16992,0
6540,0
2354,0
29695,1
11885,0
18767,0
8800,1
17272,0
26210,0
10239,0
5432,1
13329,0
9975,0
7396,0
11812,0
27047,0
24850,0
3392,0
9670,0
4877,1
28263,0
6705,0
3222,1
445,0
8615,0
27857,0
5314,1
1901,0
10471,0
716,0
485,0
29937,0
6638,0
12002,1
1497,0
13038,1
7624,0
11632,1
17370,0
4709,0
22026,0
29143,0
23716,1
12832,0
4464,0
13323,1
25593,0
13579,0
10436,0
24772,1
26898,0
10884,0
24337,1
10597,0
19240,1
21715,0
5716,0
4889,0
15040,0
1724,0
22269,1
26775,0
4382,0
17866,1
21071,0
19378,0
15564,1
9040,0
18471,0
15023,1
27774,0
21649,1
29627,0
11406,0
11273,0
2604,0
4066,1
25715,1
11446,0
27482,0
14932,1
634,0
23700,0
26968,0
534,0
20160,0
1481,0
10421,0
21529,0
2926,1
29876,1
19084,0
7534,0
493,0
27562,0
2616,1
3297,1
16806,0
28450,0
20651,1
10240,0
20641,1
6848,1
9706,0
15410,0
3723,0
19035,0
22268,1
24531,0
1055,0
29342,0
12760,1
8796,0
24082,0
29505,0
3640,0
23753,0
20209,0
17698,0
22568,0
8113,1
9216,1
18018,0
13113,0
28769,1
2678,0
16610,1
2283,1
421,0
26783,1
13122,0
8829,0
19951,0
10187,0
150,0
14049,0
1487,0
26734,0
15573,1
21851,0
29543,1
7049,1
1721,0
1688,0
17259,0
6223,0
2341,0
15204,0
11394,0
4712,0
8885,1
11979,0
7171,0
11349,0
20261,1
4243,0
15931,0
29294,0
8220,0
18239,1
25522,0
2925,1
15970,0
22340,0
521,0
26639,1
3555,0
27873,0
76,0
28257,1
2940,0
3685,0
11414,0
27381,0
5197,0
13763,1
21926,0
10110,1
9019,0
25600,0
21283,1
5746,0
29397,0
2241,0
3349,1
7279,1
25049,0
9807,0
6025,0
18649,0
9656,0
4086,0
9996,0
15681,0
24390,1
9254,0
8046,0
4743,0
5128,0
4797,0
11478,0
3409,1
9457,0
17446,0
16046,0
15279,0
29605,1
25414,0
15319,0
18749,0
26133,0
24852,0
6615,0
26348,0
28800,0
19274,0
2085,1
29047,0
15477,1
21007,0
17327,0
19099,0
2629,0
22164,0
8135,0
26792,0
25230,1
3924,0
462,0
28389,1
18823,1
16294,0
7800,0
20522,0
12014,1
18918,0
27407,0
25878,0
24908,0
1232,0
10035,0
19075,0
18355,1
13332,1
26939,0
18928,0
14342,1
582,0
14663,0
12288,0
23377,0
28363,0
9973,1
9786,0
29696,0
27135,1
13229,0
25656,0
24131,0
8197,0
20292,0
22587,0
17356,0
2231,0
967,0
21374,1
6957,0
11532,1
1280,0
3768,0
9405,0
16174,0
19473,0
1140,0
11490,1
7742,0
11787,1
13028,1
28597,0
28214,0
2427,0
17402,1
2906,1
8301,0
4369,0
11665,0
12225,0
11487,0
24428,1
11806,1
18228,1
27985,0
8216,1
24816,0
10473,1
16535,0
1920,1
26382,0
2902,1
10047,1
28213,0
8452,0
6637,0
2598,0
26640,0
15631,0
24230,1
28208,0
14007,0
15957,1
5032,1
26880,0
662,0
25576,0
14653,0
16748,0
17017,0
14022,1
2585,1
15257,0
22374,0
13373,0
13471,1
23726,0
8421,0
2999,0
4748,1
10439,1
19744,0
17360,0
18315,0
29066,0
13276,0
17049,0
17312,0
334,0
10080,1
28002,0
2504,0
28396,0
25337,0
3017,0
20872,0
9082,0
28770,0
13898,0
6365,0
6917,0
4804,0
24084,0
20982,0
1577,0
14441,0
29333,1
17541,0
23814,0
8034,0
16224,0
6264,0
23014,0
28567,1
13165,0
2899,0
19232,0
27433,0
868,0
26551,0
12746,0
28605,1
3589,0
4043,0
24070,0
17554,0
18545,0
9936,0
25233,1
26468,1
21502,0
1658,0
22388,0
12972,0
8368,0
3371,0
26953,0
19799,0
9060,0
19400,0
26713,0
13184,0
19308,0
17576,0
14862,0
21900,1
13946,0
13218,0
23069,0
11684,0
656,0
26280,0
20878,0
18934,0
27035,0
3154,0
29728,0
19047,1
4542,0
28978,0
3077,0
3093,1
4972,0
17448,1
25001,0
15840,0
14954,0
11210,1
22393,0
6643,0
6996,0
4786,0
24804,0
29635,1
11927,0
6206,0
3708,1
6493,0
10275,0
15272,0
12864,0
4195,1
12845,0
4436,0
16737,0
18441,1
28812,0
16479,0
28383,0
5288,0
10263,0
13580,0
9632,0
19621,1
13348,0
13751,0
18395,0
18857,0
9587,1
26126,0
5343,0
18978,0
18884,0
18722,0
26586,0
19982,0
6718,0
8632,0
16346,0
20754,0
15248,0
12761,0
13872,1
14193,1
16490,1
26160,0
23144,1
9468,0
15003,0
3310,0
23782,1
25622,1
5897,0
6704,0
6676,0
6711,0
26692,0
22012,0
13511,0
20809,0
18053,1
17317,0
25442,0
20700,0
14647,0
1258,0
12498,0
4631,0
21041,1
19557,1
22484,1
14709,0
14920,0
12104,0
24871,0
18850,0
9373,1
27664,0
11923,0
19531,0
27076,1
15562,0
2405,0
27004,0
21248,1
12127,0
8684,0
24870,0
941,0
8884,0
6085,1
13152,0
22572,0
7306,1
13768,1
19480,1
2725,0
12183,0
7439,0
1090,0
18984,0
15232,0
6548,1
6043,0
9664,0
3662,1
19347,0
4061,0
20504,0
4548,0
5166,0
23360,0
20730,0
27391,0
21945,0
13645,0
26459,0
23532,0
7794,0
1823,0
4934,0
22536,0
14370,0
9830,0
22608,0
12931,0
7489,0
4742,0
3904,0
4353,0
24534,1
12906,1
17915,0
11332,0
14571,0
5496,0
10663,1
9568,0
4986,1
27368,0
6008,0
10071,0
21451,0
10814,0
11526,0
3129,0
29539,1
22634,0
11392,0
15951,0
15569,1
16721,1
8415,0
27934,0
11961,1
7291,0
21277,0
21002,0
74,0
14915,0
22505,0
5137,0
13688,0
22181,0
26359,0
3577,0
7559,1
7682,0
29356,0
19821,0
15978,0
5725,0
1138,0
8506,0
15604,0
27614,0
19459,0
5,0
25729,0
12019,1
7355,0
10603,0
18254,0
13999,1
29232,0
19594,0
6478,0
17170,0
17740,0
12228,1
19739,1
3357,1
25297,0
14468,0
14801,0
4823,0
9919,0
7594,0
10862,1
10340,1
27849,0
191,1
16366,0
29906,0
20239,0
20812,0
8461,1
10598,0
18824,0
28434,0
3074,0
17778,0
2672,0
4935,0
20800,0
24137,0
425,0
18333,0
3344,1
4126,1
24958,0
20817,0
27840,0
20389,0
8732,0
21051,0
559,0
29407,0
9281,1
28981,0
13202,0
8355,1
17782,0
6510,1
17055,0
27314,0
27159,1
19169,1
24822,0
8686,0
27938,0
6404,0
27658,0
17917,0
11987,0
29019,0
25479,0
20865,1
10270,0
3680,1
24943,0
1615,1
22708,0
20258,1
21251,0
11255,0
11905,0
16494,1
15288,0
13364,0
7840,0
23894,0
200,0
10729,0
29136,0
5418,0
19861,0
17673,0
12184,1
22907,0
8720,0
24873,0
28296,0
2475,0
12785,0
2389,1
26037,0
3378,0
11524,0
8262,0
4179,0
23310,0
20202,0
28522,1
26958,0
3643,0
18808,1
28267,1
1686,0
7318,0
26157,0
8133,1
24837,0
1512,0
527,1
813,0
25725,0
14626,0
6981,0
24941,0
7531,1
20149,0
10191,0
22229,1
26327,0
7866,0
27416,0
11504,0
7549,0
25623,0
106,0
24578,1
14067,0
29126,0
3096,0
14809,0
19150,0
13265,0
19312,0
320,1
12660,1
9789,1
24612,0
3956,0
16472,1
20835,1
1590,0
17650,0
16736,0
16896,1
5050,0
15425,0
5684,0
1081,0
26645,0
18141,0
18455,0
29469,0
20828,0
19544,0
16076,1
8880,1
1509,1
11081,0
23294,0
7065,0
20966,0
17799,1
9531,1
8643,1
23452,0
13294,0
7183,0
1178,0
24291,0
11101,0
7189,1
23510,0
6337,0
15551,0
27378,0
26036,0
120,1
4835,0
9867,0
12393,0
18624,0
3811,0
15950,0
1308,0
5094,1
12702,0
20482,0
22931,0
27039,0
22835,1
6789,0
26739,0
1179,0
7643,0
26385,0
23624,0
10561,0
23708,0
21923,1
29509,0
16548,0
4082,0
18211,0
7302,0
3732,0
1681,0
27565,0
423,1
5507,0
27552,0
15006,0
18446,0
7587,0
2255,1
26433,0
12497,0
22930,1
935,0
28153,1
25378,1
11088,1
25359,1
10507,0
13266,1
25030,0
11612,0
29088,0
2350,0
8651,1
21419,1
7128,1
16218,0
22891,0
26969,0
9959,0
22566,0
18093,0
8598,0
4536,0
22148,1
29327,1
11221,0
11350,0
7919,0
11188,0
1603,0
6609,0
16947,1
18172,1
26049,0
15129,1
22483,1
6278,1
28336,1
12332,0
26302,1
10241,1
21161,0
10159,0
4686,1
16361,0
5575,0
7285,0
21701,0
14512,1
750,0
16805,0
15987,0
27699,0
12684,0
20550,0
21652,0
19431,0
18564,0
9835,1
909,0
22063,0
1075,0
79,1
28260,0
8775,1
19086,0
15127,0
13529,0
24492,0
18223,0
20443,0
24764,0
26954,0
3660,0
26563,1
19063,0
17009,0
17502,0
11220,0
4095,0
18206,1
28202,0
4833,0
25294,1
28023,1
16588,0
7359,1
26569,0
11280,0
8508,0
13577,0
23897,1
5282,1
15671,0
26152,0
14519,0
11454,1
9929,0
24235,1
29502,0
25677,0
9729,0
18810,1
9573,0
6268,1
13271,1
20322,1
10828,0
15676,1
21627,0
4060,0
26150,1
20303,0
15708,0
18025,0
24927,0
21860,0
5318,0
22245,0
22469,0
23087,0
1452,0
27753,0
7955,0
11116,0
16876,0
17827,1
5898,1
20315,0
6332,0
28900,0
9983,0
11776,0
13084,0
28632,1
29676,1
7516,0
888,0
14716,0
23456,0
20096,1
21272,0
1008,0
12945,0
18790,0
6035,0
3316,0
4866,1
22929,0
25559,0
9563,0
14295,0
22108,0
17349,0
23349,0
27093,0
27275,0
1537,0
6184,0
17231,1
19440,0
12154,0
12405,0
26082,0
28343,0
6169,0
11139,0
12323,0
26745,0
1963,0
4301,0
6909,0
16646,0
11056,1
17112,0
3138,0
18345,1
19891,1
12596,1
12304,0
15189,0
17592,0
18379,1
206,0
800,0
7585,0
1991,0
13380,0
2772,0
5824,1
20527,0
2905,0
6475,0
7164,1
21198,1
23168,0
27925,0
16190,0
11966,0
382,0
7982,1
14367,0
16714,0
17373,1
26853,0
10333,0
29121,0
7857,0
17431,0
22494,0
24669,0
22745,1
7210,0
29697,0
1361,0
23575,0
6259,0
27742,0
13478,0
22769,1
24532,0
8920,0
25983,1
6338,0
16559,0
29355,0
6784,0
7847,1
1349,1
13654,0
1072,0
9577,1
11651,1
28971,0
1005,0
2446,1
15217,1
1254,0
2960,0
10870,0
1726,0
17202,0
26238,0
21126,1
11785,0
9758,1
2159,0
10329,0
16825,0
16425,0
6824,1
7948,0
6757,0
20608,0
26795,0
17818,1
13828,0
21459,0
6545,0
5559,1
4118,0
10960,0
8280,0
23070,1
20198,0
19337,1
11941,0
16368,1
9950,0
20208,0
6502,0
11718,1
11508,0
24869,0
18030,0
26668,1
21669,0
12122,0
14937,0
4685,0
15017,0
5246,1
22741,0
28299,0
650,0
9030,0
7154,0
16464,0
9449,0
7367,0
2311,0
11200,0
24088,1
24282,0
27510,1
6763,1
21404,0
13978,0
21520,0
12054,0
2217,1
26657,0
7042,0
21787,0
23221,0
9432,0
20105,0
29610,1
26926,0
16729,0
8597,0
25216,0
23121,1
9224,0
15734,0
26266,0
26496,1
3850,1
11477,1
24441,0
24536,1
17484,0
18481,0
17877,0
15172,0
26584,0
3028,0
13457,0
9855,0
28970,1
183,1
29134,0
917,1
17094,0
21572,0
16117,0
27459,1
19191,0
26202,0
21212,0
19170,0
24250,0
22201,0
24203,0
13694,0
14199,0
24263,0
7676,1
15740,0
25582,1
29756,0
13557,0
2034,0
13818,0
18912,0
14786,0
9247,0
15492,0
18216,1
29836,1
20697,0
19673,0
14788,0
16058,0
27131,1
29630,0
8668,0
23380,0
16747,0
18836,0
20629,0
21927,0
9348,0
14627,0
21084,1
7571,1
14242,0
7805,1
25627,0
17618,0
26434,0
23292,0
29018,0
9502,0
25104,0
12588,0
15729,0
2814,0
4514,0
23267,1
13758,0
8831,0
5081,0
27029,0
3605,0
23914,0
7077,1
9611,0
25401,0
6097,0
26358,0
216,1
9241,1
17113,0
23910,0
8682,0
17192,0
23287,1
12315,1
13933,1
7150,1
16745,0
8889,0
14829,0
21637,0
15378,0
14900,0
25871,0
11995,1
22238,0
25928,0
15622,0
21379,0
19157,0
11693,0
27823,0
9183,1
6983,0
6610,0
596,0
13985,0
17125,1
16104,1
15502,1
28890,0
6806,0
24998,0
17180,1
7820,0
29154,0
25329,1
25157,0
597,0
2931,0
10733,1
24122,0
20404,0
12882,0
19627,0
2429,1
161,0
7687,0
123,1
4178,0
18323,1
17845,0
1371,0
17676,0
17253,0
7586,1
21941,1
19275,0
9816,0
27810,1
13589,1
27238,1
12476,0
23959,0
25074,1
25126,0
8942,1
14802,0
26386,0
3774,0
5863,0
2486,1
18443,0
17635,0
21098,0
29339,0
15686,0
28423,1
12256,0
24781,0
20487,1
13705,1
22954,0
7813,0
19842,0
25816,1
6735,0
23178,0
17250,0
1576,0
12995,0
21364,0
13774,1
25947,0
5439,0
21779,0
6010,1
10170,0
17928,0
3267,0
16750,1
2540,1
29787,0
24855,0
8970,0
1025,0
8571,0
17772,0
9217,0
28985,1
28312,0
9736,0
16303,0
4680,0
25339,0
28194,0
5169,1
12607,0
26287,0
1267,0
14787,1
19978,0
2595,0
7628,1
848,1
15250,0
14225,0
6027,0
4244,0
5015,0
5534,0
8249,0
18736,0
26715,1
9067,0
12620,1
1070,0
7562,0
15280,1
20196,0
29690,1
18945,0
13997,0
8347,0
9079,0
1863,0
4266,0
11182,0
15762,1
16139,0
26927,0
21841,0
2083,0
11759,0
7785,0
1872,0
13338,1
17145,0
15283,0
7499,1
10360,1
4280,0
11368,0
1387,0
6032,1
5655,0
12415,0
20206,0
22342,0
12013,0
10480,1
4202,0
877,0
5513,1
25494,0
18010,0
17135,0
2892,0
28483,0
1857,0
8664,0
22376,0
28459,0
12258,0
29849,0
19661,0
6697,0
7051,1
26788,1
7198,0
5851,1
2066,0
8794,1
2423,0
21452,1
22809,0
20374,0
4403,1
1300,0
2398,0
16703,0
6993,0
28224,0
14814,0
5877,0
23293,0
2122,0
532,1
28969,1
3547,1
15329,0
16997,0
28207,0
13454,0
25196,0
7202,0
23383,0
12904,0
16608,0
9429,0
14754,1
28930,0
13016,0
7110,0
9783,0
2738,0
19860,0
27877,0
7766,0
18922,0
19528,0
14362,0
12861,0
7209,0
4235,0
16690,0
22100,1
19267,0
4078,0
21177,1
21836,0
4042,1
152,0
6425,1
12501,1
26782,0
25815,1
5416,0
1449,1
323,1
13261,0
684,0
1378,0
9111,0
19140,0
11942,0
20014,0
17719,1
9191,1
17292,0
5737,0
10791,0
26058,0
11409,0
12107,0
28138,0
4098,0
6471,1
19323,1
27844,0
23551,0
2864,0
13761,0
12997,0
4381,1
23570,0
24609,0
27366,0
5451,0
2379,0
12347,0
26282,0
4443,0
3066,1
13443,0
11581,0
7195,0
15118,0
9965,0
6967,0
22576,0
27261,0
6187,0
1360,0
12929,0
14135,1
19979,1
11653,1
11576,0
16497,1
9654,1
954,0
10101,1
7169,0
6659,0
16988,0
831,0
12305,0
25028,1
5079,0
889,0
9927,1
13388,0
20945,0
26817,0
17010,0
9412,0
11908,0
16521,0
8100,1
9615,0
7506,0
15154,0
6132,0
14423,0
12721,0
7841,1
22450,1
25779,0
10945,0
16671,1
24086,0
5580,0
29806,1
18156,1
15760,1
28446,1
21881,1
8574,0
29270,0
17815,0
4470,0
14712,0
1475,0
5400,0
21168,0
16327,1
1999,1
15539,0
4121,0
20739,1
26143,0
28643,0
24646,1
1887,0
3845,0
22384,0
24419,0
14924,0
16310,1
8035,1
6257,0
12327,0
24625,0
12887,1
23799,0
11173,0
4157,0
12396,1
19849,0
25519,0
27747,0
21714,1
22493,0
26918,1
8691,0
26710,0
13179,0
14282,0
20610,0
17704,0
21076,0
11034,0
12547,0
18632,0
17840,0
29470,1
17346,0
19984,0
3035,0
4164,1
27141,0
20034,0
26004,1
35,0
17427,1
25055,0
26963,0
20439,0
16230,0
26983,0
19330,1
2597,0
14341,0
18296,0
17343,0
23473,0
24344,0
4477,0
20015,0
12875,0
8707,1
14812,0
17376,0
6834,1
7868,0
28075,0
13124,0
3374,0
24102,0
23142,0
10326,0
3199,1
27783,0
4273,0
11317,1
16191,0
6460,0
18272,0
24936,0
14424,0
10776,0
10939,0
9362,1
5952,0
15200,0
643,0
15998,0
16527,0
14026,1
8743,0
13572,0
8232,0
9778,0
29423,0
29560,0
7536,1
22681,0
2519,0
3294,1
23523,0
701,0
4112,0
22838,1
14217,1
12363,0
16415,0
10652,1
20403,0
23711,1
10050,0
22932,0
3188,0
22622,0
16939,0
901,0
2240,1
280,0
27609,1
17062,0
26045,0
15661,1
27165,0
19364,0
820,0
13820,0
26129,0
6367,0
25249,0
8669,0
8055,0
17046,1
29248,1
22435,0
2936,0
20942,0
8009,0
3879,0
16899,0
7491,0
27853,0
362,0
27241,0
28670,1
17973,0
28997,0
19760,0
9117,1
19864,1
2218,1
6057,0
28943,1
29712,0
5672,1
6822,0
2006,0
13845,0
2874,0
18993,0
8204,0
17350,1
17257,0
15356,1
21571,0
17230,0
13896,1
26726,0
28516,1
25194,0
27240,0
843,1
22694,0
16004,0
14752,0
27025,0
29326,0
18976,0
14285,1
5700,0
13865,0
24445,0
12941,1
18181,0
17634,1
9880,0
5494,0
8505,0
11523,0
19355,0
19675,0
18613,0
16445,0
27993,0
19796,0
8604,0
22154,0
25093,0
24601,0
10084,0
19623,0
22693,0
21678,0
18090,0
3230,0
5424,1
25391,1
9263,0
17854,0
25348,0
13876,1
5111,1
2232,0
2706,0
1247,0
20707,1
23904,0
21852,0
22403,1
19583,0
11511,0
18387,0
8203,1
27186,1
21280,0
1238,1
13832,1
14298,0
23365,1
6061,0
1157,0
7541,0
13555,1
2020,0
2611,0
13100,0
24898,0
25679,0
9969,0
25486,0
1473,0
13404,1
15680,0
27259,1
18832,1
16726,1
20657,0
5600,0
8124,0
28225,0
3721,0
12646,0
3551,0
23279,0
1596,0
21577,0
10509,0
23148,0
16034,1
21588,0
907,0
11683,0
2191,0
26284,0
23356,0
13500,0
12506,0
21284,0
16772,1
4604,1
12648,1
9541,0
5916,0
27142,1
426,1
25718,1
2490,1
13224,1
13686,0
15754,0
9896,1
8893,0
5826,0
18668,1
14493,0
28430,1
17089,0
9665,0
6144,0
8760,0
10503,1
29545,0
13476,0
3300,0
28845,0
16755,1
18589,0
21137,0
177,0
456,0
5016,0
6270,0
12998,0
9775,1
20379,0
21698,0
1187,0
3444,0
28641,0
13181,0
11796,0
25440,0
12352,0
29203,0
24569,0
17463,0
11285,1
15685,0
26892,0
8186,0
2571,0
7673,0
8579,0
21317,0
14322,0
14535,1
9589,0
26417,1
27974,0
21782,1
10038,0
27409,0
5622,0
11734,0
3237,0
17412,0
1638,1
15854,0
11269,1
28349,0
13718,0
22236,1
16093,1
1618,0
7923,1
8,0
25885,0
26372,0
3169,1
13595,1
21483,0
790,0
9084,0
19025,0
9292,0
25129,0
4960,0
27090,0
7828,0
23,1
4483,0
12172,0
2179,0
27723,0
4357,1
10488,1
20313,0
24056,0
23315,0
11539,0
1885,0
3001,1
24380,0
27108,0
14563,1
7467,0
10230,0
316,0
19754,1
15842,0
28635,1
11729,1
26185,0
274,1
269,1
11124,1
28061,0
21638,0
4525,1
6395,0
23674,0
24523,0
27986,1
1293,1
27641,0
11257,0
11118,0
27883,0
22574,0
20217,0
16907,0
21822,0
18803,0
29384,0
11228,0
24045,0
2162,0
12454,0
5965,0
16063,1
15181,0
28892,0
26603,1
22443,0
12786,0
18532,0
16486,0
10696,0
16813,1
23997,0
11391,1
21495,0
6708,0
14231,0
12669,1
10213,0
28895,1
20054,0
22350,0
15183,0
22856,0
17714,0
15293,1
3727,1
15161,0
11934,0
13950,0
16838,0
21850,0
12451,0
7544,0
26270,1
2856,0
16537,0
1345,0
3886,0
19043,0
27831,1
22392,0
1607,1
26445,0
2372,0
6603,0
6893,1
18923,0
28121,1
23878,1
26720,0
21647,0
3647,0
19186,1
9814,0
3274,1
18186,0
4238,1
24281,1
24463,0
14513,0
7180,0
7482,0
27691,0
7123,0
20598,0
19807,0
20892,0
19881,1
14125,0
15707,0
7,0
7365,1
3085,0
16679,0
24267,0
21753,0
22806,0
11380,1
5640,0
28293,1
4886,0
9173,0
10156,0
2454,0
23872,0
25474,0
22855,0
28465,0
5123,1
14873,0
14909,1
29390,0
21371,0
26660,0
1504,0
21031,1
15386,0
29731,0
13203,0
19802,1
4125,0
12753,0
2399,0
9533,0
5724,1
20340,1
15061,0
22604,0
25806,0
24170,1
21217,1
12133,0
29540,0
12123,0
20392,0
1484,0
21886,0
18860,0
19939,0
3541,0
21223,1
22731,0
5867,0
22940,0
16391,0
21651,0
5404,0
11813,0
11833,0
29045,0
28101,0
11461,0
18724,1
22210,0
28148,0
8877,1
12834,0
13148,0
14396,0
15368,0
18888,0
28818,0
9910,0
17665,0
29014,0
27529,0
27906,0
19884,0
25280,0
25860,0
8293,1
13151,1
3947,0
27505,0
23094,0
28493,0
9350,1
18234,0
7573,0
19297,0
20150,0
28187,0
3510,0
4834,0
25145,0
3071,0
11896,0
2646,1
6580,0
5946,0
6157,1
13506,0
5960,0
15927,1
2010,0
12011,1
1608,0
24986,0
997,1
20503,1
18700,0
27584,0
20757,1
18844,0
10203,0
16360,0
21079,0
18833,0
17011,1
14713,1
964,0
27458,1
21654,1
22703,0
7538,0
24818,0
5233,1
8314,1
29613,0
10425,1
27812,1
1560,0
1263,1
11020,0
11839,0
16832,1
28288,0
13543,0
8383,0
6317,1
7050,0
18657,1
18352,0
8939,0
3387,0
14057,0
1185,0
6699,0
15418,1
9229,0
20215,1
5633,0
13372,1
4450,1
12430,0
23366,0
8559,0
24885,1
29065,0
6977,1
15021,1
8330,0
22818,0
6298,0
28277,1
5873,1
11125,0
26515,0
17505,0
13143,1
22888,0
29519,0
25070,0
23595,1
24062,0
26279,0
27826,1
7524,0
10479,0
2178,0
593,0
3771,0
11557,0
26756,0
11117,0
13493,0
2526,0
8450,0
25505,0
21705,1
25889,0
16337,1
5817,1
9015,0
20948,0
24270,0
26789,0
20719,0
377,0
19110,0
26425,0
2686,0
5610,0
12423,1
2698,0
14405,1
20455,1
14904,1
14236,1
5816,0
26074,0
406,0
20560,0
1234,0
19816,0
21774,0
29315,0
8851,1
7104,0
29565,1
4375,0
27466,0
13772,1
17152,0
3018,1
26869,0
4557,1
374,0
19852,0
7880,1
16732,1
9076,0
24019,0
17365,0
27896,0
14753,0
20321,0
9641,0
8512,0
21963,0
11873,0
272,1
19791,0
29795,0
16664,0
12561,1
22641,0
17229,0
16722,0
2742,0
22382,0
3939,0
8255,0
20798,0
15664,1
27386,0
12280,0
19231,0
5459,0
2376,1
18991,0
17124,1
1113,0
2418,0
29736,0
22233,1
20233,0
25191,0
25883,0
6910,1
